CensusTract,County,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Unemployment
36081023200,Queens,Queens,5619,2971,2648,27.9,18.1,12.0,0.0,32.8,3558,65238,24605,16.1,30.0,40.4,17.2,25.8,6.4,10.3,31.1,7.3,56.3,3.3,0.0,2.0,47.3,9.4
36081023500,Queens,Queens,8855,4207,4648,56.3,9.0,0.6,0.0,32.1,3107,48859,18633,24.5,44.1,16.0,38.4,16.3,7.2,22.0,11.9,2.0,74.1,8.9,1.8,1.3,35.6,6.0
36081023600,Queens,Queens,2707,1376,1331,35.3,10.9,7.5,0.0,41.0,1449,50991,20768,15.9,22.4,20.7,23.3,23.7,15.0,17.4,19.3,2.9,64.8,10.3,1.5,1.3,49.0,8.1
36081023800,Queens,Queens,4705,2468,2237,37.1,3.4,12.1,0.1,34.3,2046,38750,16224,28.2,41.4,16.7,34.8,23.5,6.4,18.5,13.2,3.7,70.0,7.8,3.4,1.9,46.0,11.9
36081024000,Queens,Queens,6087,3002,3085,51.6,2.6,15.1,0.0,16.3,2967,39856,18458,24.8,38.5,20.5,33.2,22.3,14.4,9.6,17.4,0.8,73.2,6.3,1.6,0.7,45.2,18.5
36081024300,Queens,Queens,6119,3155,2964,40.8,25.8,0.5,0.0,31.3,2953,62071,23485,9.5,9.2,26.0,24.4,20.9,14.3,14.4,31.0,6.4,55.2,5.3,1.8,0.3,37.8,5.1
36081024500,Queens,Queens,6158,2903,3255,41.9,33.7,1.6,0.4,21.7,3448,60833,26271,8.1,20.2,33.8,16.3,23.9,9.8,16.2,21.0,1.9,73.0,1.5,1.5,1.0,42.0,6.2
36081024600,Queens,Queens,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,
36081024700,Queens,Queens,1574,808,766,42.4,15.5,1.9,0.0,37.8,656,56250,21527,8.7,15.3,29.0,22.8,27.3,7.1,13.8,23.5,7.4,61.2,4.7,3.1,0.0,38.7,8.7
36081024900,Queens,Queens,5099,2306,2793,23.3,28.7,1.1,0.0,45.1,2716,53894,26473,14.3,12.4,31.9,28.3,26.0,3.6,10.2,17.0,4.9,73.1,2.3,1.3,1.4,36.2,9.8
36081025100,Queens,Queens,5909,2897,3012,37.2,27.9,0.5,0.0,33.2,2869,41456,23854,9.2,2.6,32.5,21.9,17.0,2.8,25.9,16.0,4.8,69.8,7.0,0.6,1.9,37.1,6.6
36081025301,Queens,Queens,3967,1958,2009,29.7,40.1,0.7,0.0,28.0,2384,51302,34417,13.1,15.0,37.9,25.0,17.1,4.9,15.1,7.3,1.8,80.4,3.5,4.9,2.0,37.4,12.4
36081025302,Queens,Queens,2881,1603,1278,52.6,19.3,0.7,2.8,23.0,1408,56676,26122,18.8,29.3,22.7,30.5,22.5,13.6,10.6,14.9,5.6,74.0,3.3,1.7,0.4,37.6,0.4
36081025400,Queens,Queens,9094,4359,4735,19.8,0.1,66.5,0.6,9.3,5170,32741,17586,26.4,35.9,17.2,43.0,17.6,7.4,14.8,25.2,6.2,55.7,12.9,0.0,0.0,46.7,22.7
36081025500,Queens,Queens,1423,758,665,26.2,33.4,0.0,0.0,37.9,915,77396,35698,11.0,20.0,29.5,33.9,18.3,2.7,15.6,15.9,6.4,75.5,1.0,0.0,1.2,39.1,7.7
36081025700,Queens,Queens,1327,700,627,31.7,26.9,4.1,0.0,30.7,748,61848,35149,9.1,0.0,26.7,25.5,27.1,5.9,14.7,15.4,2.4,70.8,7.1,0.4,4.0,32.9,7.7
36081025800,Queens,Queens,2048,918,1130,13.7,1.9,72.2,0.0,6.8,1220,67596,23334,12.7,15.8,29.3,28.4,17.1,11.5,13.7,41.7,4.9,46.7,6.7,0.0,0.0,42.8,15.8
36081025900,Queens,Queens,3353,1831,1522,42.4,13.4,0.2,0.0,41.2,1496,47529,23957,13.3,9.5,23.5,26.0,26.8,6.6,17.2,14.8,6.4,75.0,1.8,2.0,0.0,38.5,6.5
36081026000,Queens,Queens,2818,1272,1546,25.7,0.0,67.4,0.0,4.2,1519,37857,14977,35.4,57.1,14.7,34.2,30.5,4.1,16.5,38.5,5.3,45.3,4.3,2.8,3.8,42.8,23.4
36081026100,Queens,Queens,7098,3508,3590,43.7,7.9,2.0,0.0,43.9,2878,39852,18147,26.2,30.8,26.4,21.0,24.3,13.2,15.1,19.6,2.5,64.7,12.6,0.5,0.0,34.3,8.0
36081026200,Queens,Queens,1208,508,700,12.1,0.0,78.9,0.0,1.4,757,64464,20292,20.4,26.5,23.8,33.3,26.6,7.3,9.1,35.2,5.3,56.7,2.8,0.0,0.0,49.9,13.7
36081026300,Queens,Queens,7124,3997,3127,33.0,10.5,0.4,0.0,53.6,2919,44935,20003,22.3,23.9,26.1,26.3,22.7,3.5,21.5,16.9,1.1,73.2,6.0,0.8,1.9,42.4,4.9
36081026400,Queens,Queens,2365,1034,1331,22.0,0.8,71.0,0.0,3.0,1419,58147,21364,16.1,22.9,20.9,32.5,26.2,10.4,10.0,35.2,9.8,47.5,4.2,0.3,3.0,49.1,12.5
36081026500,Queens,Queens,4127,2046,2081,22.0,10.0,0.6,0.0,67.0,1569,49535,20641,17.0,22.5,23.6,25.1,28.9,8.1,14.3,17.0,4.5,66.7,8.7,1.2,1.8,37.7,5.5
36081026600,Queens,Queens,1933,976,957,12.0,0.0,77.8,2.5,5.3,1310,27833,17919,24.9,22.5,13.7,34.8,32.0,8.1,11.5,35.0,3.5,54.6,0.0,2.0,5.0,52.7,14.7
36081026700,Queens,Queens,6563,3705,2858,55.8,4.6,0.6,1.5,35.0,2444,48732,21047,18.3,16.2,16.6,39.7,17.8,14.1,11.9,3.4,3.2,83.0,8.8,0.7,1.0,39.4,6.5
36081026901,Queens,Queens,5089,2674,2415,53.0,4.1,0.2,0.0,40.6,1847,46900,20481,18.5,21.0,12.3,41.3,17.4,14.3,14.7,2.7,4.3,82.7,6.8,1.4,2.1,40.7,6.1
36081026902,Queens,Queens,4557,2103,2454,39.5,3.7,1.6,0.0,55.2,2098,47024,19769,22.1,26.0,24.0,32.8,23.7,3.5,16.0,10.6,4.2,79.7,2.1,0.0,3.4,43.2,4.8
36081027000,Queens,Queens,2080,935,1145,18.8,0.7,74.8,0.0,0.5,1177,46250,17577,29.3,45.5,21.2,49.2,11.0,11.0,7.4,40.7,3.5,50.6,3.8,0.3,1.2,47.1,16.1
36081027100,Queens,Queens,8512,4616,3896,42.1,5.6,2.2,1.1,46.4,3558,51276,21662,20.0,30.2,25.6,38.6,18.5,5.6,11.8,8.3,4.1,75.8,8.4,2.8,0.5,44.0,3.5
36081027200,Queens,Queens,2432,1122,1310,5.0,0.2,90.0,0.0,0.0,1494,59677,21270,13.1,27.4,21.0,28.2,24.3,5.7,20.8,24.0,3.4,61.3,5.1,4.8,1.3,45.2,10.4
36081027300,Queens,Queens,8196,4102,4094,82.6,3.1,2.0,0.0,8.7,3414,39073,15296,25.6,28.9,12.2,32.8,24.3,9.9,20.8,17.4,5.1,69.0,7.8,0.6,0.1,37.1,9.2
36081027400,Queens,Queens,1781,723,1058,18.3,0.0,68.8,0.0,4.2,1260,58188,26665,5.4,0.0,27.7,21.6,33.8,10.2,6.7,41.3,9.2,48.3,1.2,0.0,0.0,48.1,11.6
36081027500,Queens,Queens,7489,3929,3560,79.2,7.2,1.3,0.0,12.3,2957,49063,18995,21.8,29.2,14.1,39.7,23.1,8.1,15.0,14.3,7.6,66.7,11.1,0.4,0.0,39.1,4.7
36081027600,Queens,Queens,1262,511,751,15.7,0.3,78.4,0.0,2.5,801,46579,23436,9.4,10.0,19.3,28.7,28.4,11.5,12.2,41.9,8.1,39.4,5.6,5.1,0.0,55.4,4.4
36081027700,Queens,Queens,7638,3961,3677,71.4,10.3,1.3,0.4,12.7,2739,39399,23263,18.0,23.3,22.5,33.0,16.3,11.7,16.5,18.3,6.1,66.6,4.9,2.8,1.2,41.2,6.1
36081027800,Queens,Queens,2437,1054,1383,18.7,0.0,77.8,0.0,0.5,1658,38147,17554,24.7,36.2,13.9,33.7,30.3,6.6,15.5,29.7,3.3,59.7,5.1,0.0,2.2,43.1,18.4
36081027900,Queens,Queens,6233,3224,3009,67.1,14.8,2.4,0.0,12.5,2964,48170,23480,14.5,3.8,26.3,26.0,27.0,6.5,14.3,15.2,1.1,65.7,13.1,2.3,2.6,37.3,7.4
36081028000,Queens,Queens,1775,786,989,15.4,0.0,81.1,0.0,0.0,1005,79792,24943,2.2,0.0,20.5,39.5,23.5,7.9,8.5,39.1,1.9,56.5,0.0,1.2,1.3,59.9,8.0
36081028100,Queens,Queens,4435,2028,2407,63.4,28.8,1.0,0.0,5.8,2738,47998,37246,9.6,7.1,36.8,23.0,17.9,11.0,11.4,11.6,5.9,73.4,6.7,1.0,1.4,42.4,6.2
36081028200,Queens,Queens,1703,813,890,8.5,1.4,85.1,0.0,1.3,1131,70523,25041,7.0,0.0,35.3,26.1,16.0,8.7,14.0,35.0,10.5,54.5,0.0,0.0,0.0,51.3,12.8
36081028300,Queens,Queens,7318,3263,4055,60.6,19.6,0.3,0.0,18.5,4032,57158,31167,17.4,39.7,31.4,24.4,22.6,8.1,13.4,16.4,6.5,67.6,5.8,1.8,2.0,38.0,3.4
36081028400,Queens,Queens,4367,1996,2371,8.2,0.7,86.2,0.0,0.0,2297,61964,20164,23.1,38.1,23.5,29.3,24.4,11.9,10.9,37.2,7.2,50.4,4.1,0.0,1.2,46.3,8.3
36081028500,Queens,Queens,5120,2656,2464,44.5,36.7,2.3,0.0,12.6,2664,61682,40282,18.8,26.0,44.5,27.4,13.2,4.5,10.5,10.4,3.3,72.3,7.1,3.0,3.9,38.2,10.7
36081028700,Queens,Queens,6423,3147,3276,40.9,32.9,0.0,0.0,24.8,3423,61472,30300,14.9,17.0,42.2,21.3,16.8,5.9,13.9,21.6,0.4,69.8,5.0,0.7,2.6,41.9,3.4
36081028800,Queens,Queens,4693,2175,2518,10.0,1.2,80.5,0.0,4.7,2948,59792,20337,11.6,10.8,25.8,21.5,28.3,6.4,18.0,43.3,3.6,48.9,2.9,0.0,1.3,43.6,11.8
36081028900,Queens,Queens,5574,3011,2563,32.2,21.0,2.0,0.0,41.9,2964,61011,27984,13.1,11.4,36.7,26.5,20.7,5.1,10.9,19.0,4.9,70.1,5.4,0.6,0.0,40.7,6.0
36081029100,Queens,Queens,6605,3295,3310,29.5,14.7,1.4,0.0,54.0,3210,33785,20355,23.5,18.3,31.2,22.3,25.3,5.5,15.8,10.9,3.8,79.1,4.1,0.6,1.6,37.5,7.9
36081029300,Queens,Queens,1217,596,621,7.5,10.9,0.0,0.0,81.6,703,48355,19569,10.8,13.4,27.6,23.8,26.0,6.3,16.3,19.7,7.1,62.0,8.4,2.0,0.8,33.4,3.9
36081029400,Queens,Queens,6827,3102,3725,9.1,0.7,86.8,0.0,2.3,4616,65471,27476,8.9,7.0,36.8,24.5,24.8,7.9,6.0,50.8,4.0,38.8,2.7,2.2,1.4,45.3,11.2
36081029500,Queens,Queens,3722,1762,1960,26.0,36.1,3.6,0.0,33.3,2500,69539,34942,8.6,8.4,37.1,24.8,24.1,6.2,7.7,12.0,2.0,72.6,8.5,0.9,4.0,38.8,5.7
36081029700,Queens,Queens,2128,1183,945,29.8,41.2,2.3,0.0,24.6,990,55536,25008,21.4,25.6,36.4,22.5,24.4,7.8,9.0,14.3,4.1,70.8,7.4,0.5,2.9,37.6,3.5
36081029900,Queens,Queens,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,
36081030600,Queens,Queens,4058,1750,2308,8.9,3.2,87.0,0.0,0.0,2643,66974,25553,11.0,19.4,30.5,30.6,23.6,6.9,8.3,47.7,3.7,45.0,2.1,0.0,1.6,49.3,11.9
36081030902,Queens,Queens,7894,4055,3839,33.1,23.3,1.4,0.4,38.7,4053,46136,18744,25.8,21.6,21.5,31.9,24.4,9.5,12.8,29.8,2.5,60.7,5.0,1.9,0.2,38.3,10.2
36081030903,Queens,Queens,6441,3259,3182,43.0,15.0,0.5,0.0,37.6,3636,54185,20604,16.5,29.9,17.1,26.7,26.4,6.7,23.1,24.1,5.9,58.9,9.3,1.5,0.3,35.2,11.4
36081030904,Queens,Queens,3847,1977,1870,49.1,19.8,0.4,0.0,30.5,2305,53094,23164,14.3,28.7,25.8,22.8,27.2,8.5,15.8,30.1,7.8,57.8,3.3,0.5,0.6,31.6,13.5
36081031700,Queens,Queens,6451,3009,3442,19.3,70.8,0.4,0.0,8.1,4648,64207,37445,7.7,11.0,43.7,16.8,26.3,5.4,7.8,35.4,9.8,43.2,7.5,0.4,3.7,36.6,6.2
36081032000,Queens,Queens,5330,2493,2837,9.6,4.8,80.7,0.0,0.7,3370,71806,18982,21.3,12.2,24.1,37.6,23.1,6.5,8.8,49.2,6.8,41.0,1.5,0.0,1.6,45.2,16.4
36081032700,Queens,Queens,4112,2319,1793,63.0,10.3,4.3,0.6,20.1,2079,58214,23189,17.6,35.2,19.7,29.0,16.0,13.8,21.5,21.0,7.1,62.5,2.6,4.4,2.3,42.4,8.2
36081032800,Queens,Queens,2376,1065,1311,5.9,3.4,88.2,0.0,0.0,1509,58125,23314,8.4,10.6,27.6,32.4,23.9,3.8,12.4,40.8,3.3,47.9,5.2,2.3,0.5,50.0,9.1
36081032900,Queens,Queens,4071,1820,2251,54.4,13.6,2.8,0.2,28.2,2707,53495,21446,16.1,33.4,28.8,21.4,19.9,13.2,16.7,24.4,11.1,57.2,3.7,0.4,3.1,43.0,6.7
36081033000,Queens,Queens,7115,3123,3992,9.5,1.1,86.9,0.0,1.2,4550,78269,24209,14.6,24.6,33.3,28.8,23.4,7.2,7.3,44.7,3.2,47.8,0.6,1.8,1.8,60.1,12.6
36081033100,Queens,Queens,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,
36081033401,Queens,Queens,3516,1668,1848,9.3,1.2,85.2,0.0,2.4,2228,69320,23227,10.8,16.0,24.9,27.7,30.7,4.3,12.4,36.9,7.9,47.3,4.8,1.9,1.3,50.9,13.1
36081033402,Queens,Queens,13061,4381,8680,4.8,1.5,91.9,0.0,0.9,10303,45991,25751,10.0,14.4,27.3,23.3,30.2,2.9,16.3,41.9,2.2,41.2,7.5,0.0,7.2,48.8,9.1
36081033700,Queens,Queens,3555,1989,1566,72.1,1.9,0.0,0.8,21.0,1889,57554,19555,16.0,28.8,18.5,30.3,20.1,16.2,14.9,26.6,3.8,57.9,7.5,3.0,1.1,42.7,3.1
36081033900,Queens,Queens,3374,1549,1825,65.1,8.2,7.5,0.0,16.0,1943,70333,25380,6.7,0.0,32.3,27.8,20.8,9.5,9.5,20.4,2.7,65.7,5.7,3.6,1.9,45.0,8.0
36081034700,Queens,Queens,3394,1680,1714,65.1,9.3,9.9,0.0,14.2,1939,47614,22222,12.6,14.7,28.3,33.4,19.5,2.7,16.1,30.9,13.9,39.3,8.7,3.7,3.5,36.0,15.3
36081035100,Queens,Queens,4215,2048,2167,65.8,9.6,3.3,0.0,20.6,2021,58433,25459,15.9,18.0,25.7,29.4,25.4,15.1,4.4,30.2,4.0,55.6,3.7,5.3,1.2,41.1,13.3
36081035200,Queens,Queens,3044,1440,1604,6.1,3.6,84.3,0.0,0.3,2006,74336,27150,6.2,8.4,28.6,24.3,24.7,11.2,11.2,45.8,8.0,41.4,2.4,0.0,2.3,48.4,8.3
36081035300,Queens,Queens,2451,1081,1370,80.2,1.1,11.5,0.0,2.6,1448,45610,18139,26.4,40.8,17.6,31.1,17.4,15.5,18.4,27.4,10.7,54.1,2.0,1.6,4.2,43.1,11.4
36081035700,Queens,Queens,4204,2209,1995,46.3,17.4,25.4,0.0,10.7,2771,47763,21700,15.7,18.3,23.4,31.1,24.6,9.2,11.7,30.0,7.2,48.0,7.2,6.3,1.2,38.8,6.3
36081035800,Queens,Queens,4094,1822,2272,5.2,0.1,91.3,0.0,0.0,2637,75368,28941,7.4,11.9,34.2,29.7,23.1,5.6,7.5,47.5,6.7,37.0,4.9,0.9,3.0,49.9,7.7
36081036100,Queens,Queens,2956,1534,1422,67.7,2.0,28.8,0.0,1.2,1261,41990,18676,21.7,25.8,24.0,29.5,23.8,8.5,14.2,12.0,6.4,60.3,8.8,5.5,7.0,41.7,10.3
36081036300,Queens,Queens,2105,1092,1013,78.4,1.5,12.5,0.0,4.0,952,52841,20759,21.3,37.1,17.2,35.6,22.2,11.7,13.3,22.3,12.3,62.7,1.6,1.0,0.0,45.5,4.2
36081036500,Queens,Queens,3822,2219,1603,76.1,2.8,15.4,0.0,5.5,1367,49375,17720,23.3,37.3,11.3,43.9,12.2,15.8,16.8,17.4,4.7,62.1,10.9,3.8,1.2,36.3,12.4
36081036600,Queens,Queens,3041,1394,1647,4.5,0.0,88.8,0.0,5.1,2073,69250,23517,11.0,6.6,34.9,23.0,23.5,8.5,10.0,47.7,7.4,39.1,2.5,0.0,3.2,49.1,16.4
36081036700,Queens,Queens,2644,1186,1458,39.5,3.2,44.3,0.0,10.8,1410,60000,20392,13.6,16.5,14.9,30.3,29.0,10.7,15.0,23.2,9.2,49.3,14.7,1.9,1.8,42.7,5.6
36081036800,Queens,Queens,2446,1172,1274,8.7,1.3,87.0,0.0,0.0,1665,71923,28829,7.2,10.2,34.4,28.0,26.2,4.5,6.9,42.9,12.3,40.7,0.8,0.0,3.2,47.6,10.8
36081037100,Queens,Queens,1789,882,907,51.1,2.3,28.6,0.0,18.0,973,47209,21655,27.9,40.9,28.8,10.5,35.2,12.5,12.9,30.2,12.0,50.1,6.0,0.0,1.7,41.9,11.5
36081037300,Queens,Queens,2500,1228,1272,60.0,6.3,18.4,0.0,8.6,1170,56320,22958,17.3,23.3,17.6,40.5,17.8,13.0,11.0,25.6,12.5,55.6,4.9,0.4,1.0,46.9,2.5
36081037500,Queens,Queens,3946,2180,1766,88.7,0.8,2.5,0.0,5.9,1231,45655,15362,21.7,29.3,11.4,42.7,12.9,15.9,17.1,11.6,4.6,74.3,7.1,0.9,1.5,39.9,7.1
36081037600,Queens,Queens,5979,2551,3428,5.4,0.0,90.8,0.6,2.1,4105,72198,26546,5.6,6.0,22.5,28.7,29.0,9.3,10.4,51.9,3.6,38.8,1.7,1.1,2.9,45.5,11.4
36081037700,Queens,Queens,3717,1783,1934,87.2,0.0,10.0,0.0,2.4,978,46276,14890,26.4,31.0,9.5,36.5,22.4,13.4,18.2,21.6,2.3,64.0,7.6,3.4,1.1,40.0,10.5
36081037900,Queens,Queens,7287,3991,3296,94.0,0.1,1.7,0.4,3.8,1553,48523,12238,22.6,31.1,4.0,41.7,19.0,20.4,15.0,12.3,5.0,68.8,9.7,4.2,0.0,43.9,4.0
36081038100,Queens,Queens,7798,4344,3454,83.2,1.1,11.6,0.0,3.3,2457,48311,16876,27.2,38.8,12.2,37.0,17.4,20.5,12.9,21.5,5.1,68.4,4.8,0.2,0.0,43.7,6.5
36081038301,Queens,Queens,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,
36081038302,Queens,Queens,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,
36081038400,Queens,Queens,2420,1072,1348,8.6,2.0,85.1,0.0,4.0,1472,62500,23529,9.4,12.8,23.2,43.6,18.2,4.1,11.0,51.1,4.3,39.8,2.1,1.2,1.5,48.7,16.3
36081039400,Queens,Queens,3010,1356,1654,7.4,0.6,87.1,0.0,0.4,1967,57391,24539,10.1,16.4,31.4,28.9,26.1,4.7,8.9,49.2,6.9,39.9,1.1,0.0,2.9,46.5,16.6
36081039800,Queens,Queens,1731,823,908,4.9,0.8,92.0,0.0,0.0,1263,62375,26728,4.3,2.1,24.1,41.1,19.2,2.3,13.3,44.7,0.0,48.4,2.7,0.0,4.2,45.8,12.9
36081039900,Queens,Queens,4181,2249,1932,84.7,1.4,3.8,0.0,8.4,1068,46362,14866,19.9,20.6,8.8,36.7,20.2,23.7,10.6,7.5,7.5,79.5,3.3,2.1,0.0,44.6,6.7
36081040000,Queens,Queens,1476,699,777,2.6,0.3,94.4,0.0,0.0,1028,73516,26440,6.4,10.2,27.0,28.7,20.6,6.9,16.7,54.7,3.3,33.5,3.9,0.0,4.7,45.8,7.0
36081040100,Queens,Queens,8193,4402,3791,84.4,1.6,1.4,0.2,12.3,2012,47702,15182,22.9,31.8,8.0,38.1,21.0,17.0,16.0,15.4,2.5,71.8,7.8,1.3,1.2,37.4,5.9
36081040200,Queens,Queens,1617,629,988,2.6,0.0,94.2,0.0,1.3,1206,81607,28375,13.9,15.8,27.7,35.1,26.9,4.9,5.4,44.3,9.6,42.1,0.0,4.0,0.0,55.7,10.5
36081040300,Queens,Queens,7310,4053,3257,88.8,1.5,0.1,0.0,7.9,2162,46188,15441,23.8,32.9,7.2,46.4,14.8,16.9,14.7,9.1,0.9,78.9,8.6,0.7,1.8,45.5,4.1
36081040400,Queens,Queens,4316,1781,2535,7.1,0.6,87.8,0.0,1.2,2615,53417,23569,15.2,21.1,21.5,34.2,25.8,8.2,10.4,44.2,1.4,50.8,1.2,0.6,1.8,46.5,14.9
36081040500,Queens,Queens,3339,1849,1490,95.6,0.3,0.2,0.0,3.9,826,42557,11919,30.5,36.7,2.9,45.3,13.4,23.2,15.2,1.3,7.0,78.3,10.1,1.7,1.6,45.7,6.6
36081040700,Queens,Queens,7632,4367,3265,89.7,1.7,3.3,0.1,4.8,2090,43355,15337,16.2,30.1,5.1,41.9,18.1,22.2,12.8,9.2,2.8,76.7,9.9,1.2,0.3,44.9,4.9
36081040900,Queens,Queens,6017,3403,2614,84.6,0.8,2.0,0.0,12.4,1696,50045,14575,23.3,24.8,7.0,38.3,12.5,23.5,18.7,14.2,7.7,68.1,7.6,1.8,0.7,43.7,8.5
36081041100,Queens,Queens,3873,2222,1651,81.0,1.2,1.6,0.0,16.1,1303,47448,15712,24.2,38.5,8.9,43.3,16.5,18.5,12.7,15.2,4.3,62.4,9.8,5.3,3.0,39.1,7.1
36081041300,Queens,Queens,4822,2521,2301,74.7,2.6,0.0,0.0,21.9,1503,50745,13747,27.2,40.1,15.2,36.7,11.4,23.5,13.2,17.1,9.0,66.8,4.7,0.9,1.5,42.4,5.4
36081041400,Queens,Queens,3677,1755,1922,20.0,1.0,72.4,0.0,0.7,2323,40682,19980,15.2,19.2,21.3,28.5,28.4,8.0,13.8,39.1,3.2,53.0,1.4,2.2,1.1,48.4,15.3
36081041500,Queens,Queens,3687,1929,1758,67.8,15.3,1.1,0.0,15.5,1639,40345,14579,18.6,27.2,16.3,30.4,22.8,18.2,12.2,18.3,9.3,60.0,8.5,1.7,2.1,45.4,3.0
36081042400,Queens,Queens,2612,1201,1411,2.5,0.2,93.4,0.0,1.8,1969,79375,31695,11.3,14.3,38.3,18.1,32.3,7.3,4.0,42.7,2.8,47.1,2.6,1.8,3.2,46.9,6.0
36081042600,Queens,Queens,512,450,62,12.9,40.4,41.8,0.0,3.7,481,,12287,62.7,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0
36081042700,Queens,Queens,5242,3122,2120,81.2,1.7,0.0,0.0,17.0,1829,43031,14919,27.9,40.6,9.8,38.5,17.3,20.7,13.7,17.8,6.9,64.1,10.2,0.0,1.0,40.2,1.5
36081043200,Queens,Queens,1507,658,849,5.9,0.1,92.9,0.0,0.0,1006,88750,29833,2.4,4.6,39.2,23.7,25.9,2.5,8.8,40.8,6.6,45.9,0.0,0.0,6.6,49.0,9.4
36081043400,Queens,Queens,1708,776,932,8.1,1.4,73.8,0.0,8.7,1067,88500,26926,3.5,1.2,26.3,29.3,19.7,10.9,13.8,41.5,1.2,54.3,0.0,0.0,3.1,50.8,11.8
36081043701,Queens,Queens,3780,2048,1732,73.4,12.5,8.3,0.0,3.7,1828,50817,17672,25.0,29.2,12.7,37.0,19.6,13.4,17.3,28.6,1.3,64.6,1.7,1.7,2.1,46.3,1.6
36081043702,Queens,Queens,6213,3342,2871,56.3,3.7,16.8,0.0,22.5,2793,37904,18870,21.0,31.6,19.2,28.3,25.9,11.9,14.7,18.1,2.1,61.8,13.0,2.5,2.4,45.8,3.4
36081043900,Queens,Queens,4537,2555,1982,87.8,4.8,0.7,0.0,6.6,1050,41088,15516,34.4,51.1,13.3,32.3,22.7,18.9,12.9,21.5,6.0,57.2,10.9,3.5,0.9,43.2,7.2
36081044000,Queens,Queens,3821,1888,1933,15.5,0.2,72.3,0.0,3.9,2055,52237,18287,19.6,24.9,22.3,35.7,26.5,7.0,8.5,35.2,6.2,56.1,1.8,0.0,0.7,45.1,18.2
36081044301,Queens,Queens,3535,1678,1857,73.9,5.2,6.7,1.3,11.9,1486,20273,12644,55.2,77.5,10.4,49.8,21.5,9.7,8.6,41.6,2.3,43.9,8.1,4.1,0.0,32.1,7.1
36081044302,Queens,Queens,4748,2412,2336,48.0,4.7,12.6,0.2,33.8,2311,54569,19170,17.0,21.9,19.2,39.2,16.3,6.4,18.9,13.6,12.9,56.8,11.6,3.4,1.5,42.5,10.2
36081044400,Queens,Queens,3024,1455,1569,39.4,1.4,24.5,2.6,17.6,1428,37054,15765,25.7,38.0,20.6,37.4,19.9,8.0,14.0,15.9,4.8,68.6,8.1,0.4,2.2,47.1,11.3
36081044601,Queens,Queens,3119,1476,1643,50.5,1.1,24.8,2.2,19.5,1318,36553,17641,19.6,19.6,11.9,45.6,24.8,4.1,13.6,6.0,0.6,79.9,8.5,3.9,1.2,55.5,11.7
36081044602,Queens,Queens,5082,2405,2677,30.6,1.6,25.6,0.2,35.9,2212,42384,14631,39.0,50.0,20.3,28.5,27.3,5.4,18.4,16.1,4.5,64.6,10.7,1.2,2.9,42.9,15.2
36081044800,Queens,Queens,2677,1252,1425,16.0,4.6,10.2,0.0,56.3,1205,51184,19614,21.8,37.7,34.9,25.6,20.9,6.7,11.9,27.0,4.5,59.3,8.7,0.5,0.0,46.3,10.8
36081045000,Queens,Queens,1902,972,930,25.6,18.7,1.8,0.0,47.9,1177,62383,26866,9.1,9.2,35.2,25.9,23.7,4.6,10.6,29.7,2.7,49.3,10.8,4.8,2.7,43.3,7.2
36081045200,Queens,Queens,1009,376,633,11.1,25.9,25.7,0.0,37.4,694,40313,16999,24.8,52.1,27.7,26.6,23.0,4.7,18.0,27.3,0.0,59.0,5.9,3.1,4.7,46.1,10.2
36081045400,Queens,Queens,4298,2256,2042,7.8,5.3,12.1,0.3,70.6,2761,53458,24978,14.4,19.3,34.6,15.7,29.9,7.1,12.8,28.0,1.8,51.1,14.9,2.3,1.9,43.3,12.7
36081045500,Queens,Queens,13003,6219,6784,20.1,15.5,59.1,0.0,4.4,6936,46275,20065,17.6,19.2,23.7,35.8,23.4,2.8,14.4,16.1,4.8,65.2,9.5,2.4,1.9,43.3,7.4
36081045600,Queens,Queens,1400,693,707,3.8,3.5,8.9,0.0,82.8,991,61950,20907,15.5,10.9,40.2,24.8,23.4,3.0,8.6,33.2,2.8,56.7,5.2,0.7,1.5,45.9,16.0
36081045700,Queens,Queens,2992,1602,1390,23.5,7.5,0.3,0.4,68.4,1825,60583,28703,15.1,21.2,36.0,28.2,18.3,6.1,11.4,17.6,10.4,67.2,4.8,0.0,0.0,45.1,7.7
36081045800,Queens,Queens,2098,1036,1062,11.0,5.6,9.7,1.2,63.2,1144,54000,27850,13.2,18.4,53.5,12.1,24.3,4.1,6.0,38.7,3.7,54.8,2.8,0.0,0.0,44.8,8.4
36081045900,Queens,Queens,3923,2128,1795,49.7,2.7,0.2,0.0,43.9,1696,56806,20524,18.4,17.3,17.8,29.6,20.4,14.9,17.3,11.1,3.6,74.1,8.4,0.6,2.2,41.8,11.0
